coding_id,genre,source,context,interjection_syn,interjection_sem,interjection_int,notes
F586,MAG,NorthAmRev,"frequenting the walks. But these are rejected for this abominable game of chess. Fie, then, Mr. Franklin! But amidst my instructions, I had almost forgot",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F587,NEWS,Chicago,"people who have it in them to be first but who finish second, "" fie said -- but he also came thru with the money. For it was Joe",0,0,0,OCR: he said
F588,MAG,Atlantic,to full maturity with this new century of our national existence and to full self-consciousness fie a nation. And the day of our isolation is past. We shall learn,0,0,0,OCR: as a nation
F589,FIC,JimmyLucyAll,"But I couldn't back out after I was stumped. "" "" Oh, fie! Backing out is exactly the thing to do when a boy is trying to",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F590,FIC,LauncelotGuenevere,of men? Helen. Helen. And thou wouldst that I love thee? Fie! this is a low thought thou pluckest from its sheath. Chorus. Chorus,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F591,FIC,Betrothal,. Fil. Filippia The poison in another shape. Cos. Costanza Fie! fie! Are quibbling jests the best advice you give? Fil. Filippia' T,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F592,NF/ACAD,KoranAl-Quran,"God, that which doth not profit you at all, nor injure you? Fie on you and on that ye worship instead of God! What! do ye",1,1,1,Koran translation: genuine interjection
F593,FIC,JanetsLoveService,"n't know about that. There's Aleck and Emily. "" "" Hoot, fie, man! They cared for one another, and neither Miss Graeme, nor",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F594,NF/ACAD,PrimitiveLoveLove-,"of the "" self-harming "" kind of which one of Shakspere's characters exclaims "" Fie! beat it hence! "" Too often, however, women have cause for",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F595,MAG,Esquire,your questions. He defended the PLO in the Achille Lanro case because those sped fie terrorists were a PLO splinter group and Arafat rushed to the scene to help free,1,1,1,Genuine interjection: exclamation/reproach in dialogue
F596,FIC,Novels,"my father and you, which is so advantageous to yourself and your sisters. Fie upon you! Even to have entertained such thoughts fixes a stain upon your character",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F597,FIC,Play:AmIGoIllSaySo,was a frame and it was not to blame. It was not shame shame fie for shame nobody nobody will know the name. And all the same he was,1,1,0,"Stream of consciousness, not interactional"
F598,FIC,IngleboroughHall,"So with a loud and boisterous laugh, he cried out, "" Oh! fie, you blab! You mar-sport! You have spoiled all my fun. Why",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F599,FIC,DavidFlemingsForgiveness,"boy, lifting his head, "" what is the seven-and-twentieth? "" "" Oh fie, Davie! to be thinking of propositions and such-like worldly things, and this",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F600,FIC,DukesPrizeStory,""" What would you? "" "" To speak to the duke. "" "" Fie, man, don't you see he's busy now? "" "" Give",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F601,FIC,CountJulianThe,"woman, Toro! "" she exclaimed. "" They have raised her up -- fie -- fie -- her neck is bare, and yet she does not heed it",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F602,FIC,NewGentleShepherd,"the bushy thorn, Where many a time to her your heart was sworn: Fie, Bauldy, blush, and vows of love regard! What other girl would",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F603,FIC,BricksWithoutStraw,"to kill the last one of' em to have any peace. "" "" Fie, sheriff, "" laughed the chairman good-naturedly; "" you seem to be vexed",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F604,FIC,CopperStreakTrail,"capital G? Nix! You appealed to ambition, egotism, and greed.... Fie! A fie upon each of you! "" "" Don't do that!",0,1,0,Noun: a fie on/upon X
F605,TV/MOV,The Merchant of Venice,"soul. No! Who's there? - Signior Antonio! - Fie, fie, Gratiano.' T is ten o'clock, our friends all wait for you",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F606,FIC,PierreTheAmbiguities,"possesses thee, my son? Speak, this is incomprehensible! Lucy;? fie!? not she?? no love-quarrel there;? speak, speak,",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F607,FIC,RiddleyWalker,"began to sputter and shake like a Tea Kettle o'er an open Fire. "" Fie on yer Impertinence, Strumpet! If ye have such a fine Protector in this",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F608,TV/MOV,Hamlet,"to me all the uses of this world. Fie on' t, ah fie.' T is an unweeded garden that grows to seed. Things rank and",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F609,MAG,Atlantic,"time he brought triumphantly back a string three feet long of dried sausages. Haef. fie always did have a healthy appetite, and it transpired that on the way hack",0,0,0,OCR: he always
F610,FIC,LegacyLehr,"'s ire discomfort, "" he said in a tone of mock-injury. "" If fie so great, why don't you find me a cure? And, yes",0,0,0,OCR: if he so
F611,NEWS,NYT-Ed,"dentistry was required to ex. hibit a diploma, it could not be stopped, fie it is a lamentable fact that thousands 01 men and women who live by quackery",0,0,0,OCR: for it is
F612,FIC,LovesSacrifice,"not nameless, But called Eugene de Lorme. Friar. Friar Dominic Fie, fie, young braggart! I knew De Lorme, whom thou wouldst claim for father",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F613,MAG,SatEvePost,"in Moscow. It was New Year's Eve, and the athletes were T FIE invited to the traditional ball in the Kremlin. Five orchestras, from a symphony",0,0,0,OCR: THE invited
F614,FIC,Harpers,"Pio said. "" What does one more week matter? "" Cathay JOHN LOEHLIN FIE book closes. The walls suddenly fade, I and we are lost upon an",0,0,0,OCR: THE book
F615,FIC,Inconstant,"R. DUGARD runs to MIRABEL, the rest to OLD MIRABEL. Dug. Dugard Fie, fie, Mirabel, murder your father! Mir. Young Mirabel My father",1,1,1,Genuine interjection: exclamation/reproach in dialogue
F616,FIC,MemoirsPreacher,""" Friend, thou art behaving exceedingly bad, "" said Martha Lott. "" Fie! Shame on thee! to brandish these weapons at the breast of a defenceless",1,1,1,Genuine interjection: exclamation/reproach in dialogue
